idade,estado_civil,num_dependentes,renda_mensal,score_credito,num_emprestimos,valor_divida,historico_atraso,meses_emprego,tipo_conta,razao_divida_renda,inadimplente
20,Divorciado,3,5414.5,401,5,13721.53,0,6,Salário,0.2112,0
29,Divorciado,2,4639.16,538,1,2957.09,1,20,Corrente,0.0531,1
58,Divorciado,1,7312.05,549,0,5968.34,1,29,Premium,0.068,0
49,Casado,0,3676.63,734,0,986.32,1,150,Poupança,0.0224,0
35,Casado,0,2955.36,453,3,6780.99,0,57,Poupança,0.1912,0
47,Casado,2,7931.36,714,2,4620.22,0,81,Corrente,0.0485,0
69,Casado,1,9101.91,686,2,20326.98,0,25,Corrente,0.1861,1
40,Solteiro,0,2766.41,722,0,32210.47,0,78,Premium,0.9703,0
20,Casado,4,4215.64,719,0,2311.93,0,54,Salário,0.0457,0
35,Viúvo,2,7112.61,830,4,7109.5,0,48,Poupança,0.0833,0
71,Solteiro,3,4304.64,592,2,15100.12,0,5,Poupança,0.2923,0
61,Viúvo,1,5986.47,679,1,5392.66,0,2,Corrente,0.0751,0
65,Casado,4,6451.01,489,1,26057.75,0,83,Salário,0.3366,1
69,Solteiro,0,3094.24,455,1,13145.92,0,30,Corrente,0.354,0
24,Solteiro,0,5548.19,864,0,4430.88,1,3,Corrente,0.0666,0
34,Casado,3,4484.52,478,0,5906.38,0,36,Poupança,0.1098,0
21,Casado,3,1457.83,696,2,2090.75,0,33,Poupança,0.1195,0
18,Solteiro,1,2025.87,679,1,199.62,0,2,Poupança,0.0082,0
65,Casado,0,2868.96,776,1,3548.17,1,12,Premium,0.1031,0
71,Solteiro,1,6821.3,351,2,13614.79,0,13,Salário,0.1663,0
26,Casado,2,6903.4,733,1,4018.69,0,11,Premium,0.0485,0
59,Divorciado,3,6374.78,591,1,5833.98,0,24,Poupança,0.0763,1
48,Casado,1,5600.28,510,3,1569.38,0,26,Corrente,0.0234,0
21,Casado,0,5532.07,562,1,521.39,0,19,Premium,0.0079,0
70,Casado,2,5193.9,755,3,13863.53,0,5,Corrente,0.2224,0
67,Viúvo,2,5518.99,709,1,3845.28,0,31,Premium,0.0581,0
50,Solteiro,1,5688.41,580,0,3711.43,0,96,Corrente,0.0544,0
58,Solteiro,2,1200.0,429,0,1695.62,0,17,Salário,0.1178,0
40,Solteiro,4,2524.38,439,2,264.81,0,1,Salário,0.0087,0
63,Casado,0,1927.7,712,1,6199.84,1,1,Poupança,0.268,0
43,Casado,2,7267.86,408,3,17662.41,0,75,Salário,0.2025,0
74,Casado,2,8635.25,582,0,7154.6,0,88,Corrente,0.069,0
21,Solteiro,1,1200.0,1000,2,12220.83,0,39,Corrente,0.8487,0
27,Solteiro,3,8412.04,668,0,14059.17,0,73,Corrente,0.1393,0
73,Casado,2,4716.8,711,1,2493.39,0,76,Premium,0.0441,0
34,Viúvo,1,7031.8,440,2,7101.09,1,3,Poupança,0.0842,1
35,Solteiro,0,5766.17,415,0,4633.0,0,24,Corrente,0.067,0
63,Solteiro,2,8100.99,719,1,17185.65,0,35,Corrente,0.1768,0
28,Solteiro,0,5024.36,557,2,19188.31,1,58,Salário,0.3183,0
47,Casado,0,1200.0,776,2,12395.16,0,91,Salário,0.8608,1
34,Solteiro,1,4235.81,621,2,22295.17,0,15,Premium,0.4386,1
29,Solteiro,2,5789.14,1000,0,3932.01,1,11,Corrente,0.0566,0
72,Casado,4,3960.1,529,0,6520.28,0,8,Poupança,0.1372,0
29,Solteiro,2,6144.33,658,1,3680.45,0,30,Poupança,0.0499,0
23,Casado,3,4335.76,480,1,13960.95,1,45,Salário,0.2683,1
56,Solteiro,1,3011.23,769,1,231.0,0,31,Salário,0.0064,0
67,Divorciado,1,1785.05,681,1,1338.94,1,100,Corrente,0.0625,0
25,Casado,4,3520.46,470,1,9715.6,0,57,Poupança,0.23,1
58,Solteiro,1,5011.43,567,2,2409.34,0,9,Corrente,0.0401,0
48,Solteiro,3,1200.0,820,0,1282.19,0,100,Poupança,0.089,0
65,Casado,1,2549.81,802,1,24567.41,1,91,Corrente,0.8029,1
25,Divorciado,0,1200.0,402,1,8138.01,0,36,Corrente,0.5651,0
73,Solteiro,2,2957.31,545,1,40.71,0,2,Corrente,0.0011,0
53,Solteiro,0,7493.29,888,3,15545.6,0,26,Corrente,0.1729,0
66,Solteiro,0,1534.71,589,1,9111.4,0,9,Poupança,0.4947,0
38,Casado,0,6257.9,642,0,830.6,0,7,Poupança,0.0111,0
71,Divorciado,0,11622.06,769,3,10221.58,1,3,Premium,0.0733,1
53,Casado,1,8133.85,415,1,3417.05,0,5,Corrente,0.035,0
25,Solteiro,3,4833.78,474,0,6817.3,0,12,Poupança,0.1175,0
70,Casado,1,6646.09,566,3,9200.61,0,9,Premium,0.1154,0
63,Casado,3,1200.0,795,2,2228.83,0,130,Poupança,0.1548,0
35,Solteiro,2,1200.0,767,4,11317.89,0,17,Salário,0.786,0
49,Solteiro,0,4571.75,722,3,2710.46,0,9,Premium,0.0494,0
40,Casado,0,5496.53,594,2,8467.45,1,18,Salário,0.1284,0
48,Casado,3,7236.01,784,0,10433.92,0,41,Corrente,0.1202,0
73,Casado,2,3078.09,592,1,1393.39,0,53,Corrente,0.0377,0
69,Casado,3,4983.49,701,0,4498.44,0,12,Corrente,0.0752,0
30,Divorciado,1,4897.78,751,2,161.74,0,1,Poupança,0.0028,0
73,Solteiro,2,4171.51,869,4,8329.42,1,9,Poupança,0.1664,0
42,Solteiro,2,4318.81,606,0,2445.67,1,26,Corrente,0.0472,1
58,Solteiro,4,2363.24,560,3,15717.98,0,82,Poupança,0.5543,1
61,Divorciado,0,5199.27,809,2,12206.37,1,3,Poupança,0.1956,1
45,Casado,4,4987.62,820,0,1507.09,0,13,Poupança,0.0252,0
44,Solteiro,1,3399.97,533,3,19047.58,0,17,Corrente,0.4669,0
44,Solteiro,3,6164.44,449,2,5061.83,0,3,Corrente,0.0684,0
67,Casado,1,7069.58,797,1,851.6,1,0,Poupança,0.01,0
40,Casado,2,6193.44,368,1,504.58,0,105,Corrente,0.0068,1
33,Casado,1,1893.89,361,0,9089.02,0,149,Poupança,0.3999,0
38,Solteiro,3,4749.11,574,0,7895.7,1,11,Poupança,0.1385,0
29,Divorciado,0,2221.42,615,2,1165.12,0,56,Poupança,0.0437,0
40,Casado,1,4741.39,441,3,3473.53,0,7,Salário,0.061,1
24,Casado,2,2231.16,633,2,822.48,0,108,Corrente,0.0307,0
23,Casado,2,7692.91,639,3,1475.22,0,137,Corrente,0.016,0
59,Divorciado,1,6458.33,527,3,16394.89,0,9,Premium,0.2115,0
22,Divorciado,2,7382.47,905,0,15133.22,0,36,Salário,0.1708,0
50,Casado,1,7129.31,664,3,18621.65,0,60,Corrente,0.2177,0
62,Casado,2,3823.5,769,3,10923.71,0,4,Salário,0.2381,0
59,Casado,2,3435.98,381,1,3118.46,1,144,Poupança,0.0756,0
43,Divorciado,2,8854.31,380,1,2102.6,1,1,Poupança,0.0198,0
29,Casado,3,4087.2,669,2,1542.22,0,50,Salário,0.0314,0
71,Solteiro,1,1200.0,878,5,16536.72,0,88,Corrente,1.1484,0
65,Solteiro,0,7018.67,448,5,1182.85,0,34,Poupança,0.014,0
52,Divorciado,2,4859.44,621,1,6049.13,1,163,Corrente,0.1037,1
22,Divorciado,0,8264.86,414,3,3226.19,1,44,Poupança,0.0325,0
20,Viúvo,0,5107.42,492,1,756.21,1,7,Corrente,0.0123,1
35,Casado,2,4450.0,628,3,13972.02,1,137,Premium,0.2616,0
26,Casado,1,8315.3,526,2,8267.15,1,3,Poupança,0.0829,1
67,Divorciado,1,1200.0,404,4,19518.24,0,0,Salário,1.3554,1
29,Solteiro,4,3036.59,400,5,7621.02,0,20,Corrente,0.2091,1
34,Solteiro,0,2281.59,317,1,19974.22,0,9,Corrente,0.7295,0
73,Viúvo,0,1200.0,671,5,4446.04,0,6,Salário,0.3088,0
64,Solteiro,0,6682.94,689,2,2140.03,1,16,Corrente,0.0267,1
30,Casado,0,3106.45,688,1,3178.05,0,26,Premium,0.0853,0
39,Casado,2,6763.42,463,0,2460.84,0,93,Poupança,0.0303,0
47,Casado,2,5472.72,750,2,23017.59,0,59,Salário,0.3505,0
55,Solteiro,2,6017.86,706,1,7597.05,0,54,Corrente,0.1052,0
71,Casado,0,3361.5,601,1,7261.11,0,55,Poupança,0.18,0
67,Solteiro,1,2589.38,576,2,12575.14,0,39,Corrente,0.4047,0
73,Divorciado,0,4724.4,502,0,1313.21,0,7,Premium,0.0232,0
20,Solteiro,2,6797.92,628,1,2891.72,0,22,Corrente,0.0354,0
31,Casado,2,4374.04,842,3,1046.46,0,38,Salário,0.0199,1
50,Casado,0,2745.16,770,0,3493.76,0,5,Poupança,0.1061,0
20,Solteiro,3,1502.45,561,2,417.38,0,84,Salário,0.0231,0
38,Solteiro,2,5010.41,680,0,27139.64,1,69,Premium,0.4514,1
26,Casado,1,3114.83,434,3,7612.8,0,85,Salário,0.2037,0
71,Solteiro,2,4320.65,709,1,12554.69,0,10,Corrente,0.2421,0
21,Solteiro,2,3903.05,475,3,45261.67,1,74,Salário,0.9664,0
26,Casado,0,3388.92,703,2,2536.61,1,5,Poupança,0.0624,1
29,Divorciado,0,5234.51,1000,3,2481.08,0,77,Poupança,0.0395,0
26,Casado,2,5886.26,514,2,5437.52,0,87,Corrente,0.077,0
50,Casado,3,9413.2,1000,1,6541.18,1,32,Salário,0.0579,0
38,Viúvo,2,6394.92,673,0,3626.92,0,45,Poupança,0.0473,0
70,Casado,2,8484.21,487,2,2839.39,1,112,Salário,0.0279,0
32,Casado,2,2453.5,480,2,527.44,0,98,Poupança,0.0179,0
48,Casado,1,1200.0,954,2,6515.74,1,21,Poupança,0.4525,0
55,Solteiro,0,4463.92,673,0,18818.78,1,24,Corrente,0.3513,0
53,Solteiro,1,6645.07,515,2,1485.38,1,43,Corrente,0.0186,0
63,Casado,3,6252.9,569,1,13824.59,1,83,Premium,0.1842,0
29,Solteiro,3,7528.45,664,2,8829.06,0,30,Salário,0.0977,0
46,Casado,3,1200.0,598,2,185.91,0,5,Corrente,0.0129,0
63,Solteiro,0,7632.44,651,1,8373.07,0,11,Poupança,0.0914,0
67,Casado,1,5338.66,866,2,33113.37,0,6,Salário,0.5169,0
53,Solteiro,2,1200.0,430,1,15724.95,0,61,Poupança,1.092,0
55,Casado,0,6308.82,696,3,1911.97,0,12,Poupança,0.0253,0
67,Casado,0,4923.71,589,3,7575.31,0,0,Salário,0.1282,1
53,Casado,2,5453.07,525,1,4257.66,0,49,Corrente,0.0651,0
72,Solteiro,2,6997.77,760,1,320.06,1,10,Poupança,0.0038,1
25,Solteiro,2,5575.69,380,2,5369.65,1,84,Poupança,0.0803,0
37,Divorciado,0,1200.0,245,3,11951.99,0,49,Poupança,0.83,0
24,Solteiro,1,4142.43,633,0,14288.86,1,31,Corrente,0.2874,1
23,Casado,0,1200.0,579,1,3135.98,0,41,Corrente,0.2178,0
44,Solteiro,0,6122.65,397,1,1778.55,0,62,Premium,0.0242,0
30,Solteiro,1,7994.93,343,3,1751.25,1,9,Salário,0.0183,1
41,Casado,1,1396.37,889,0,24958.03,0,79,Premium,1.4895,0
42,Casado,4,2821.34,669,3,11010.26,0,14,Salário,0.3252,1
53,Solteiro,1,2294.08,602,2,19396.77,1,0,Corrente,0.7046,1
71,Viúvo,0,3365.24,929,3,2046.78,0,64,Poupança,0.0507,0
66,Solteiro,0,5531.06,753,5,4540.21,0,11,Corrente,0.0684,0
39,Casado,2,3392.33,865,1,678.47,0,2,Corrente,0.0167,0
36,Casado,0,6131.33,423,2,326.6,0,1,Corrente,0.0044,0
61,Casado,0,7163.45,417,2,12599.99,0,44,Corrente,0.1466,0
25,Casado,1,7254.4,692,3,109.82,1,1,Corrente,0.0013,0
48,Solteiro,0,1704.55,662,2,1705.17,0,23,Corrente,0.0834,0
42,Divorciado,2,7964.82,787,0,952.24,0,41,Salário,0.01,0
28,Casado,1,8165.18,355,5,4370.41,0,82,Premium,0.0446,0
53,Viúvo,0,8381.7,705,0,8408.26,0,14,Corrente,0.0836,0
36,Divorciado,2,4105.46,748,4,25499.8,0,160,Corrente,0.5176,1
28,Divorciado,1,2620.39,740,1,1633.51,1,16,Corrente,0.0519,0
55,Casado,2,2039.4,538,1,6665.35,1,24,Salário,0.2724,0
27,Casado,0,1745.55,677,4,2372.16,0,124,Corrente,0.1132,1
56,Casado,2,4529.23,483,2,11013.78,0,10,Poupança,0.2026,0
27,Casado,0,6619.63,556,2,1601.47,1,10,Corrente,0.0202,1
42,Casado,1,7766.4,443,1,102.6,0,75,Salário,0.0011,0
64,Casado,0,3286.11,486,1,1847.52,0,2,Poupança,0.0469,0
31,Solteiro,4,4403.28,563,0,3133.22,0,34,Corrente,0.0593,0
61,Divorciado,0,4239.53,526,2,766.88,0,13,Premium,0.0151,1
59,Solteiro,3,2911.8,486,1,2654.28,1,3,Poupança,0.076,1
69,Divorciado,3,6339.37,405,1,19996.3,0,32,Corrente,0.2629,0
27,Solteiro,1,5407.12,894,1,3612.27,0,10,Poupança,0.0557,0
58,Solteiro,1,4854.56,524,4,6256.01,0,25,Poupança,0.1074,0
71,Divorciado,1,5395.76,649,3,3476.81,1,19,Premium,0.0537,1
61,Divorciado,4,6038.63,336,1,445.73,0,16,Corrente,0.0062,0
28,Casado,2,6013.59,803,5,4715.88,1,146,Salário,0.0654,0
64,Viúvo,1,2403.78,625,1,3547.76,1,49,Salário,0.123,0
24,Solteiro,0,6740.82,533,1,34170.64,1,20,Poupança,0.4224,0
51,Divorciado,3,5138.42,534,1,10771.38,0,48,Corrente,0.1747,1
46,Casado,0,3413.46,730,3,1231.5,1,3,Corrente,0.0301,0
48,Casado,0,5085.57,157,1,812.97,0,37,Salário,0.0133,1
47,Casado,0,5361.19,476,1,2069.63,1,45,Poupança,0.0322,1
19,Solteiro,1,7204.46,582,4,7783.4,0,52,Premium,0.09,0
46,Casado,3,1884.61,580,2,922.1,0,10,Poupança,0.0408,0
71,Casado,2,7812.46,975,3,3719.4,0,19,Poupança,0.0397,0
42,Solteiro,0,4557.92,549,2,3136.29,1,48,Premium,0.0573,1
33,Divorciado,1,3234.62,748,2,3621.18,0,32,Salário,0.0933,0
74,Casado,2,3158.1,871,0,1980.77,0,107,Corrente,0.0523,0
23,Solteiro,1,1996.58,700,3,1636.66,1,82,Salário,0.0683,1
45,Casado,0,1200.0,498,1,4287.88,0,6,Corrente,0.2978,1
47,Solteiro,1,6193.5,407,0,72.67,0,10,Poupança,0.001,1
45,Solteiro,2,9452.22,711,5,9829.59,0,23,Corrente,0.0867,0
70,Casado,4,1200.0,846,0,1993.81,1,39,Premium,0.1385,0
42,Solteiro,2,2123.93,681,0,3302.49,0,32,Premium,0.1296,0
73,Solteiro,0,6378.96,785,1,7206.46,0,10,Salário,0.0941,0
21,Casado,2,4385.91,988,3,1496.47,1,22,Poupança,0.0284,1
59,Solteiro,0,6586.05,725,5,7518.6,1,23,Salário,0.0951,0
51,Divorciado,3,4245.7,434,0,1340.3,0,7,Corrente,0.0263,1
31,Casado,1,3048.43,607,1,25932.24,0,44,Corrente,0.7089,0
30,Solteiro,0,3935.39,805,2,6794.71,0,48,Salário,0.1439,0
59,Casado,1,1200.0,562,2,9773.37,0,18,Corrente,0.6787,0
54,Solteiro,0,1641.29,825,1,9011.55,0,43,Corrente,0.4575,0
52,Casado,0,6870.7,589,1,6129.31,1,31,Poupança,0.0743,1
20,Solteiro,2,7479.75,650,2,13194.83,0,18,Salário,0.147,0
52,Divorciado,2,8015.42,547,0,82.78,0,209,Corrente,0.0009,0
73,Solteiro,3,5602.17,623,3,7929.32,0,77,Poupança,0.118,1
18,Casado,1,1200.0,631,1,16724.66,1,37,Premium,1.1614,1
44,Solteiro,0,2912.48,358,3,17695.99,0,54,Corrente,0.5063,0
46,Solteiro,1,7811.64,533,2,8056.1,0,1,Salário,0.0859,0
69,Casado,1,8557.64,415,2,3189.48,0,31,Poupança,0.0311,0
34,Casado,0,7906.62,538,3,4075.92,1,9,Poupança,0.043,1
45,Viúvo,3,3909.37,480,0,3496.29,0,57,Corrente,0.0745,0
58,Solteiro,4,1233.56,751,1,12695.7,0,7,Corrente,0.8577,1
21,Solteiro,0,4398.42,753,2,980.5,1,29,Salário,0.0186,1
63,Casado,2,4537.02,684,3,12115.51,0,66,Poupança,0.2225,0
64,Casado,2,8413.91,409,3,2980.46,0,61,Corrente,0.0295,0
59,Divorciado,0,5069.48,585,1,6320.62,0,32,Corrente,0.1039,0
54,Divorciado,2,4541.7,397,3,2956.96,0,65,Salário,0.0543,0
60,Divorciado,0,4683.74,577,1,10390.43,0,9,Poupança,0.1849,0
62,Solteiro,0,5499.65,697,0,17388.72,0,11,Corrente,0.2635,0
69,Casado,4,6066.1,748,1,5847.46,0,1,Premium,0.0803,1
42,Casado,2,2688.66,670,4,13772.28,1,43,Corrente,0.4269,1
43,Solteiro,0,1855.95,788,2,3186.72,1,44,Salário,0.1431,0
54,Casado,1,7926.4,638,1,4540.59,0,44,Corrente,0.0477,0
29,Solteiro,4,1200.0,564,2,4891.37,0,22,Corrente,0.3397,0
66,Solteiro,1,8594.37,731,0,4207.04,0,18,Corrente,0.0408,0
61,Divorciado,3,1200.0,735,0,9732.47,1,62,Salário,0.6759,1
53,Solteiro,3,3038.65,521,0,10037.46,0,35,Salário,0.2753,0
35,Viúvo,1,6929.63,656,0,6852.51,0,21,Corrente,0.0824,0
37,Solteiro,2,4500.85,555,1,19310.74,1,4,Salário,0.3575,0
42,Solteiro,2,1208.81,298,1,13790.25,0,50,Salário,0.9507,0
55,Solteiro,2,5566.07,666,3,841.96,0,115,Poupança,0.0126,0
62,Solteiro,1,4667.51,405,3,11978.99,0,61,Poupança,0.2139,0
56,Casado,0,3959.88,649,4,4564.33,1,26,Poupança,0.0961,0
71,Solteiro,0,2940.19,369,0,15836.04,1,12,Corrente,0.4488,0
72,Casado,2,4413.49,492,2,43.51,0,18,Salário,0.0008,1
58,Divorciado,2,3045.2,534,0,1868.68,0,65,Salário,0.0511,0
39,Casado,2,10586.33,780,1,8397.84,1,8,Salário,0.0661,0
52,Solteiro,2,3899.96,519,2,6505.58,0,151,Salário,0.139,0
42,Casado,0,3565.61,438,1,9435.39,0,82,Salário,0.2205,0
53,Casado,0,3145.91,654,2,5453.56,1,128,Salário,0.1445,0
64,Casado,2,8942.38,567,3,15301.19,1,14,Premium,0.1426,1
39,Solteiro,1,1200.0,718,0,699.78,0,11,Poupança,0.0486,0
46,Casado,2,5398.58,448,4,19492.7,0,44,Salário,0.3009,0
20,Casado,0,3901.78,631,0,21154.68,1,2,Salário,0.4518,1
59,Solteiro,1,1200.0,970,5,4562.0,0,116,Corrente,0.3168,0
45,Solteiro,3,2452.31,564,2,2417.25,0,12,Poupança,0.0821,0
44,Viúvo,0,5292.38,628,0,32181.19,1,12,Salário,0.5067,0
48,Solteiro,0,2339.02,350,1,6825.27,0,13,Corrente,0.2432,0
30,Solteiro,2,5148.91,472,1,17235.16,0,18,Poupança,0.2789,1
52,Solteiro,2,8822.88,668,3,1027.09,1,4,Corrente,0.0097,0
60,Casado,4,4926.5,550,1,637.77,1,78,Corrente,0.0108,1
37,Casado,3,1200.0,692,3,998.35,1,99,Poupança,0.0693,0
25,Solteiro,2,2383.01,663,1,26116.17,0,22,Corrente,0.9133,1
40,Casado,0,3786.49,402,5,17645.44,1,2,Salário,0.3883,1
29,Casado,1,3619.41,752,1,16027.71,0,68,Poupança,0.369,0
39,Solteiro,3,4880.03,413,2,9041.76,0,0,Corrente,0.1544,0
53,Divorciado,1,5281.11,485,3,3583.12,0,0,Corrente,0.0565,0
24,Solteiro,4,8826.32,634,1,8113.15,0,6,Corrente,0.0766,0
60,Solteiro,2,4490.7,835,0,5559.3,0,111,Poupança,0.1032,0
30,Viúvo,0,1619.51,449,2,15869.91,1,39,Salário,0.8166,1
68,Divorciado,1,7384.52,622,2,2210.87,0,11,Poupança,0.0249,0
59,Solteiro,2,7657.56,623,3,3584.87,0,80,Corrente,0.039,0
33,Divorciado,0,5081.11,698,1,2695.46,1,36,Poupança,0.0442,1
50,Casado,1,3884.01,777,3,3038.57,0,2,Premium,0.0652,0
24,Solteiro,2,6056.37,539,4,29.83,0,6,Premium,0.0004,0
23,Divorciado,0,3972.3,751,3,2703.67,1,38,Salário,0.0567,1
72,Casado,1,1200.0,799,0,4541.4,0,9,Corrente,0.3154,0
63,Solteiro,2,5908.69,867,0,15435.76,0,11,Corrente,0.2177,0
26,Casado,2,6730.63,675,5,7674.96,0,18,Poupança,0.095,1
34,Casado,1,8102.72,623,2,3671.41,0,1,Corrente,0.0378,0
29,Solteiro,4,2673.1,528,2,14028.84,0,14,Poupança,0.4373,0
40,Viúvo,3,5065.41,381,4,5814.47,1,11,Corrente,0.0957,1
34,Casado,1,5119.5,558,0,6423.14,0,21,Premium,0.1046,0
36,Casado,0,4713.46,616,3,10748.3,0,4,Salário,0.19,0
48,Casado,2,4787.14,583,2,5481.35,1,16,Premium,0.0954,1
28,Casado,0,4592.84,689,3,6021.89,0,8,Salário,0.1093,0
68,Solteiro,3,5029.37,381,3,4141.91,1,30,Poupança,0.0686,0
59,Viúvo,2,6351.7,572,1,4418.86,1,17,Poupança,0.058,1
61,Casado,1,7550.72,899,0,3204.7,0,26,Salário,0.0354,0
27,Casado,2,2609.17,749,4,3730.4,0,8,Corrente,0.1191,0
58,Casado,1,4069.25,692,3,3385.17,0,50,Corrente,0.0693,1
65,Solteiro,3,3443.48,658,1,7582.21,1,11,Corrente,0.1835,0
27,Solteiro,0,3085.82,545,5,7090.94,0,7,Poupança,0.1915,0
60,Casado,3,1200.0,336,1,3046.61,1,40,Poupança,0.2116,1
38,Solteiro,0,4560.56,668,1,11058.65,1,36,Corrente,0.2021,0
62,Casado,2,5698.3,232,5,10979.8,0,10,Poupança,0.1606,1
45,Divorciado,3,4112.25,551,2,4131.58,1,21,Poupança,0.0837,0
63,Solteiro,1,4477.61,599,3,3974.57,0,38,Salário,0.074,0
26,Solteiro,0,5546.09,532,3,6601.61,0,50,Corrente,0.0992,0
40,Casado,3,8027.8,925,2,18785.06,0,17,Salário,0.195,0
33,Solteiro,3,3450.59,873,1,7745.5,0,0,Premium,0.1871,0
32,Divorciado,1,1570.97,754,3,146.48,0,5,Poupança,0.0078,0
35,Casado,1,4273.9,461,2,3929.43,0,3,Poupança,0.0766,1
39,Solteiro,3,9208.9,888,2,15732.31,0,2,Corrente,0.1424,0
25,Solteiro,0,1597.75,692,2,6689.12,1,5,Salário,0.3489,1
58,Divorciado,2,6125.34,458,0,3992.04,1,107,Salário,0.0543,1
49,Solteiro,1,7394.78,604,0,257.76,0,6,Corrente,0.0029,0
65,Casado,0,1200.0,743,2,54.09,1,3,Salário,0.0038,1
58,Solteiro,3,5525.56,510,3,8301.1,1,4,Corrente,0.1252,1
26,Solteiro,1,6008.53,621,1,5601.95,1,35,Salário,0.0777,1
21,Divorciado,3,3831.66,647,0,3683.8,0,95,Poupança,0.0801,0
42,Solteiro,2,2883.9,434,1,5587.21,0,13,Corrente,0.1614,0
45,Solteiro,1,3023.34,559,3,2479.61,0,47,Premium,0.0683,0
31,Casado,1,3678.58,446,0,3676.67,0,8,Poupança,0.0833,0
62,Divorciado,1,3744.76,730,2,11192.72,0,77,Corrente,0.2491,0
51,Solteiro,3,3273.06,463,2,19275.99,1,29,Salário,0.4908,1
60,Solteiro,2,3638.81,643,1,6475.02,0,5,Corrente,0.1483,0
24,Viúvo,2,7476.98,391,2,33692.29,0,4,Premium,0.3755,0
64,Casado,1,1463.93,429,3,18869.22,0,17,Corrente,1.0741,0
29,Divorciado,0,1200.0,422,1,24.15,0,1,Poupança,0.0017,0
43,Casado,0,7516.96,556,0,1334.41,0,12,Poupança,0.0148,0
43,Casado,2,4019.96,627,0,4714.37,1,24,Poupança,0.0977,0
64,Casado,1,3529.42,654,2,7634.76,1,52,Poupança,0.1803,0
33,Solteiro,1,4221.96,334,4,9712.91,1,53,Poupança,0.1917,1
31,Casado,1,5023.19,574,2,6224.21,1,11,Salário,0.1033,0
37,Casado,1,3189.87,487,5,5182.02,0,18,Corrente,0.1354,1
38,Viúvo,2,5764.83,680,2,1235.31,0,43,Salário,0.0179,0
28,Casado,2,2094.34,559,1,504.62,0,37,Corrente,0.0201,0
28,Solteiro,4,3745.43,587,1,2574.16,1,1,Salário,0.0573,1
31,Casado,0,1200.0,488,2,7657.95,0,3,Salário,0.5318,0
44,Casado,2,7430.59,858,2,1121.02,0,35,Salário,0.0126,0
37,Casado,0,4059.78,407,2,2930.32,1,19,Corrente,0.0601,0
40,Casado,3,6175.26,540,2,19211.59,0,26,Salário,0.2593,0
58,Casado,2,5691.44,616,1,4968.08,0,33,Poupança,0.0727,0
31,Solteiro,1,5874.53,562,1,1975.89,1,62,Premium,0.028,1
69,Casado,3,4480.56,485,2,3093.1,0,145,Corrente,0.0575,0
60,Casado,1,5470.57,328,2,12401.42,1,8,Salário,0.1889,1
27,Divorciado,0,2096.79,496,3,13251.69,0,15,Poupança,0.5267,1
35,Casado,1,1572.05,456,1,4177.1,0,38,Premium,0.2214,0
28,Casado,0,4247.24,851,3,3168.89,0,24,Poupança,0.0622,0
33,Casado,3,2800.56,939,1,10391.88,0,26,Corrente,0.3092,0
38,Casado,2,8063.66,592,1,6552.04,0,21,Salário,0.0677,0
25,Solteiro,2,5437.86,389,3,13280.78,0,24,Corrente,0.2035,1
18,Divorciado,3,2708.8,710,4,8610.88,0,0,Salário,0.2649,1
43,Divorciado,2,3821.15,452,4,3856.68,0,9,Corrente,0.0841,0
57,Casado,1,4832.52,517,0,21761.81,0,15,Premium,0.3753,0
35,Casado,0,4329.99,505,1,1435.71,0,17,Poupança,0.0276,1
67,Solteiro,1,5179.37,524,3,1396.16,0,4,Corrente,0.0225,0
39,Casado,3,4671.64,546,3,7352.13,0,54,Salário,0.1311,0
69,Casado,3,1200.0,402,2,1281.82,0,48,Corrente,0.089,0
31,Casado,2,1200.0,494,0,11610.97,1,18,Corrente,0.8063,0
48,Solteiro,0,3565.98,752,2,18364.29,0,82,Salário,0.4292,0
61,Casado,0,5901.23,594,0,3187.33,1,165,Corrente,0.045,1
21,Solteiro,3,3594.08,618,1,3525.33,0,20,Corrente,0.0817,0
71,Casado,0,7591.41,265,2,1646.81,0,3,Poupança,0.0181,0
38,Casado,2,4382.78,742,0,1521.66,0,34,Corrente,0.0289,0
46,Solteiro,1,7892.99,497,2,6839.44,0,2,Premium,0.0722,0
53,Casado,1,7379.76,768,2,377.22,1,47,Salário,0.0043,0
54,Divorciado,2,7128.22,623,1,25561.46,1,31,Salário,0.2988,1
19,Casado,4,1491.22,515,1,4179.93,0,0,Salário,0.2336,1
67,Solteiro,2,4542.85,348,4,10509.2,0,24,Salário,0.1928,1
53,Casado,1,7556.93,926,2,3291.73,1,4,Corrente,0.0363,0
74,Solteiro,1,5180.86,720,3,14742.24,0,153,Poupança,0.2371,0
44,Casado,3,5885.9,729,1,25416.82,0,45,Premium,0.3599,0
52,Casado,2,1200.0,872,2,9116.67,0,41,Poupança,0.6331,0
43,Solteiro,1,9296.97,633,4,2227.1,0,16,Premium,0.02,0
68,Casado,2,2521.56,802,0,18434.98,0,26,Salário,0.6092,0
65,Casado,0,1200.0,528,1,6203.95,0,84,Corrente,0.4308,0
69,Casado,0,3622.19,710,4,2901.83,0,1,Poupança,0.0668,0
46,Solteiro,3,1200.0,505,1,11121.28,0,65,Corrente,0.7723,0
63,Solteiro,2,1787.19,524,1,1847.77,0,3,Salário,0.0862,1
38,Casado,0,10896.28,614,5,141.16,0,54,Premium,0.0011,1
44,Solteiro,0,3549.9,409,0,7301.66,0,17,Poupança,0.1714,0
